fy_year,vintage,region,duration,start_year,degraded,scenario_variant,value
2061,2024-08,NSW,1h,2027,True,base,-429.149
2062,2024-08,NSW,1h,2027,True,base,-419.28
2027,2024-08,NSW,2h,2027,True,base,0.0
2028,2024-08,NSW,2h,2027,True,base,0.0
2029,2024-08,NSW,2h,2027,True,base,-1050.276
2030,2024-08,NSW,2h,2027,True,base,-1035.272
2031,2024-08,NSW,2h,2027,True,base,-1014.131
2032,2024-08,NSW,2h,2027,True,base,-999.126
2033,2024-08,NSW,2h,2027,True,base,-976.867
2034,2024-08,NSW,2h,2027,True,base,-970.699
2035,2024-08,NSW,2h,2027,True,base,-953.161
2036,2024-08,NSW,2h,2027,True,base,-941.264
2037,2024-08,NSW,2h,2027,True,base,-927.512
2038,2024-08,NSW,2h,2027,True,base,-912.853
2039,2024-08,NSW,2h,2027,True,base,-899.92
2040,2024-08,NSW,2h,2027,True,base,-882.799
2041,2024-08,NSW,2h,2027,True,base,-870.627
2042,2024-08,NSW,2h,2027,True,base,-858.852
2043,2024-08,NSW,2h,2027,True,base,-841.208
2044,2024-08,NSW,2h,2027,True,base,-832.59
2045,2024-08,NSW,2h,2027,True,base,-816.696
2046,2024-08,NSW,2h,2027,True,base,-808.737
2047,2024-08,NSW,2h,2027,True,base,-794.639
2048,2024-08,NSW,2h,2027,True,base,-779.658
2049,2024-08,NSW,2h,2027,True,base,-1034.015
2050,2024-08,NSW,2h,2027,True,base,-1039.823
2051,2024-08,NSW,2h,2027,True,base,-1014.438
2052,2024-08,NSW,2h,2027,True,base,-997.292
2053,2024-08,NSW,2h,2027,True,base,-979.766
2054,2024-08,NSW,2h,2027,True,base,-970.342
2055,2024-08,NSW,2h,2027,True,base,-953.081
2056,2024-08,NSW,2h,2027,True,base,-935.299
2057,2024-08,NSW,2h,2027,True,base,-921.201
2058,2024-08,NSW,2h,2027,True,base,-911.139
2059,2024-08,NSW,2h,2027,True,base,-891.766
2060,2024-08,NSW,2h,2027,True,base,-879.696
2061,2024-08,NSW,2h,2027,True,base,-864.838
2062,2024-08,NSW,2h,2027,True,base,-854.614
2027,2024-08,NSW,4h,2027,True,base,0.0
2028,2024-08,NSW,4h,2027,True,base,0.0
2029,2024-08,NSW,4h,2027,True,base,-2079.557
2030,2024-08,NSW,4h,2027,True,base,-2045.033
